fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
93;39;4;26;73;100;260;9984;334;75;102;6;0
93;775;27;28;78;240;560;9984;331;67;106;6;0
92;41;5;25;55;120;250;9952;334;79;133;7;0
89;4;51;26;5,2E+16;130;270;995;332;9;134;7;0
87;69;31;30;86;230;810;10002;348;74;116;6;0
65;39;23;83;51;280;910;9952;344;55;121;6;0
107;35;53;26;7;50;160;9972;315;65;110;8;0
78;52;25;19;81;140;380;9984;343;65;90;6;0
72;34;32;25;9;430;1130;9966;332;79;111;5;0
107;35;53;26;7;50;160;9972;315;65;110;8;0
87;69;31;30;86;230;810;10002;348;74;116;6;0
78;52;25;19;81;140;380;9984;343;65;90;6;0
104;44;73;655;7,4E+15;380;760;9,99E+15;317;85;120;7;0
104;44;73;655;7,4E+15;380;760;9,99E+15;317;85;120;7;0
105;26;47;19;78;60;240;9976;318;104;109;7;0
105;24;42;18;77;60;220;9976;321;105;108;7;0
102;49;63;29;7,2E+15;100;260;9968;316;78;125;7;0
104;24;46;18;75;60;210;9976;325;102;108;7;0
112;67;55;23;84;60;130;10;317;71;95;6;0
100;59;31;22;9;260;620;9994;318;63;102;6;0
133;29;75;28;84;230;430;9986;304;68;114;7;0
124;42;49;46;73;190;430;9978;302;61;95;5;0
100;59;31;22;9;260;620;9994;318;63;102;6;0
107;4;48;21;125;150;490;998;303;81;97;6;0
105;51;64;24;107;60;150;9973;309;66;118;7;0
105;51;64;24;107;60;150;9973;309;66;118;7;0
85;655;49;61;122;340;1510;1001;331;114;93;5;0
125;6;49;43;1;50;140;1001;325;74;119;6;0
104;61;49;21;2;50;160;9994;316;63;84;3;0
109;21;49;28;8,8E+15;110;320;9972;322;68;117;6;0
73;365;49;25;8,8E+15;390;1060;9966;336;78;110;5;0
98;25;49;27;8,8E+15;150;330;9982;342;9;100;6;0
76;41;49;20;8,8E+15;160;430;998;348;64;91;5;0
82;39;49;23;99;470;1330;9979;338;99;98;5;0
93;4;49;25;85;380;1420;9978;322;55;94;5;0
92;43;49;24;86;230;1160;9976;323;64;95;5;0
104;64;24;28;105;290;530;9998;324;67;99;5;0
73;365;49;25;8,8E+15;390;1060;9966;336;78;110;5;0
70;38;49;25;9,7E+15;330;850;9962;339;77;114;6;0
82;42;49;26;84;320;550;9988;334;75;87;6;0
99;63;24;24;77;60;330;9974;309;57;94;5;0
91;22;24;21;78;10;280;9,99E+15;341;87;103;6;0
119;38;49;27;98;120;420;10004;316;61;103;5;0
119;38;49;27;98;120;420;10004;316;61;103;5;0
103;27;24;21;7,2E+15;150;330;9956;322;66;128;6;0
100;48;24;27;102;130;320;10;328;56;100;6;0
91;22;24;21;78;10;280;9,99E+15;341;87;103;6;0
99;63;24;24;77;60;330;9974;309;57;94;5;0
81;825;24;21;84;50;130;9972;337;77;107;6;0
129;35;49;58;66;50;350;10014;32;66;120;7;0
112;5;74;515;1;50;170;9996;322;62;112;5;0
92;59;24;33;1,01E+16;200;470;9988;326;67;96;5;0
95;46;49;63;64;50;170;9988;321;73;110;6;0
93;715;24;21;7;50;200;9966;312;59;99;5;0
112;66;24;25;85;160;530;9993;306;72;110;6;0
143;31;74;18;75;60;150;10008;286;79;84;6;0
91;47;49;26;94;380;1060;9982;308;59;91;5;0
75;55;24;20;78;100;280;9983;345;78;95;6;0
106;31;49;25;67;60;210;9987;326;86;107;6;0
124;35;49;26;79;270;690;9994;312;75;104;6;0
90;53;49;19;171;60;250;9975;327;61;94;6;0
68;51;1;21;7,4E+15;90;250;9958;333;56;95;6;0
94;43;24;28;92;140;450;998;319;73;100;6;0
95;46;24;27;92;140;440;998;312;74;100;6;0
50;104;24;16;5;320;960;9934;374;62;115;5;0
155;645;49;42;95;100;230;100315;292;74;111;5;0
155;645;49;42;95;100;230;100315;292;74;111;5;0
109;53;49;46;1,18E+16;100;170;10002;307;56;117;6;0
156;645;49;42;95;100;230;100315;292;74;111;5;0
109;53;49;46;1,18E+16;100;170;10002;307;56;117;6;0
130;47;49;43;85;60;470;10021;33;68;127;6;0
127;6;49;28;75;50;190;9994;314;57;114;5;0
90;44;49;24;78;260;1210;9978;323;58;92;5;0
90;54;49;29;94;410;1100;9982;308;61;92;5;0
76;29;49;27;92;250;600;9971;331;61;101;6;0
130;47;49;43;85;60;470;10021;33;68;127;6;0
127;6;49;28;75;50;190;9994;314;57;114;5;0
87;7;24;25;226;50;150;9991;332;6;90;6;0
87;7;24;25;226;50;150;9991;332;6;90;6;0
98;5;49;26;25;50;200;9,99E+15;331;79;107;6;0
62;36;24;22;95;190;420;9946;357;57;117;6;0
115;35;49;33;7;100;370;10003;332;91;110;6;0
62;36;24;22;95;190;420;9946;357;57;117;6;0
102;24;49;24;75;100;280;9978;314;61;104;5;0
105;59;49;21;7;140;470;9991;33;56;96;4;0
106;34;49;32;78;200;780;9992;319;7;100;6;0
123;27;49;31;79;280;460;9993;32;8;102;6;0
99;5;24;23;1,03E+16;60;140;9978;334;52;100;4;0
88;44;49;28;83;180;1110;9982;33;6;95;5;0
88;47;49;29;85;170;1100;9982;329;6;98;5;0
106;31;49;22;63;180;400;9976;314;51;98;6;0
123;5;49;22;8,9E+15;50;140;10002;319;44;96;5;0
123;5;49;22;8,9E+15;50;140;10002;319;44;96;5;0
117;49;49;22;83;50;150;10;319;43;92;5;0
120;28;49;19;7,4E+15;100;210;9976;298;66;99;7;0
118;33;49;34;9,3E+15;540;800;10002;33;76;107;7;0
76;51;24;24;91;80;380;998;347;66;96;6;0
111;31;49;27;94;160;470;9986;312;102;106;7;0
73;73;24;19;1,08E+16;180;1020;9967;326;59;93;5;0
50;42;24;20;6;190;500;9917;372;74;140;8;0
102;29;49;26;5,9E+16;50;130;9976;305;74;105;7;0
90;45;49;26;84;210;750;9987;335;57;97;5;0
66;39;49;17;7;230;1490;9922;312;5;115;6;0
90;45;49;26;84;210;750;9987;335;57;97;5;0
99;49;58;35;94;90;430;10004;329;58;90;5;0
79;72;17;26;96;200;380;9978;34;53;95;5;0
89;595;41;79;86;300;1090;9998;327;57;93;5;0
124;4;51;20;5,9E+16;60;240;9994;304;6;93;6;0
119;58;58;19;71;50;180;998;309;63;100;6;0
85;585;18;21;78;50;300;9967;32;48;98;6;0
127;59;45;23;8,2E+15;110;220;10;30;7;93;6;0
82;915;27;21;8,8E+15;70;230;9962;326;47;100;4;0
132;46;52;22;71;120;350;10006;31;56;90;6;0
77;835;0;26;81;60;140;9975;33;52;93;5;0
132;46;52;22;71;120;350;10006;31;56;90;6;0
83;58;13;29;96;140;630;9984;317;62;91;6;0
83;6;13;26;85;60;240;9984;331;59;92;6;0
94;41;48;46;7,2E+15;100;200;9973;334;79;122;7;0
88;48;41;33;92;260;520;9982;331;53;105;6;0
101;65;37;51;11;110;650;10026;332;64;104;6;0
63;36;19;32;75;150;390;9956;356;52;127;6;0
88;24;54;25;83;250;570;9983;339;54;92;5;0
132;38;55;27;81;50;160;10006;298;54;94;5;0
75;64;0;24;77;180;290;9965;332;6;100;6;0
82;39;38;15;5,8E+16;100;290;9962;326;74;98;5;0
92;755;18;22;1,48E+16;100;1030;9969;287;136;102;6;0
96;6;5;23;79;280;710;9997;35;57;97;5;0
96;6;5;23;79;280;710;9997;35;57;97;5;0
115;31;51;22;79;140;280;9982;303;93;98;6;0
114;46;5;27;122;40;170;10006;313;7;102;5;0
113;37;41;23;8,8E+15;60;160;9988;309;8;93;5;0
83;54;24;34;76;160;1120;9976;327;61;94;5;0
82;56;23;34;78;140;1040;9976;328;62;94;5;0
100;58;22;19;8;90;320;9974;313;55;95;5;0
79;51;25;29;77;210;450;9974;349;96;121;6;0
68;69;0;56;124;210;580;9997;346;72;102;5;0
68;69;0;56;124;210;580;9997;346;72;102;5;0
88;6;29;22;98;50;150;9988;336;49;91;5;0
88;6;29;22;98;50;150;9988;336;49;91;5;0
87;54;26;25;9,7E+15;70;310;9976;327;6;93;6;0
76;685;23;23;111;200;840;9964;321;61;93;5;0
87;54;26;25;9,7E+15;70;310;9976;327;6;93;6;0
104;28;54;27;105;50;190;9988;325;63;95;5;0
76;41;14;30;87;210;430;9964;332;57;105;6;0
101;935;22;34;105;110;860;1001;343;64;113;4;0
79;35;21;19;73;460;1020;9964;327;58;95;5;0
87;84;0;14;65;240;330;9954;327;55;97;5;0
96;88;28;24;86;300;1470;9979;324;53;94;5;0
95;885;27;23;84;310;1450;9978;324;53;94;5;0
77;915;12;22;1,43E+16;70;230;9964;335;65;102;7;0
89;29;35;19;67;250;570;997;318;136;103;6;0
99;54;45;23;71;160;400;9991;339;62;94;5;0
95;59;44;23;71;210;680;9992;346;63;95;5;0
99;54;45;23;71;160;400;9991;339;62;94;5;0
95;59;44;23;71;210;680;9992;346;63;95;5;0
99;54;45;23;71;160;400;9991;339;62;94;5;0
78;64;1;60;115;50;110;9984;337;69;101;7;0
73;67;5;36;107;60;200;9972;34;63;101;5;0
83;845;1;22;7;50;140;9967;332;58;110;4;0
87;48;3;28;66;100;280;9964;333;67;112;7;0
67;42;27;86;68;240;1480;9948;316;57;113;6;0
107;43;39;22;106;80;320;9986;289;5;96;5;0
98;88;25;25;1,04E+16;350;1550;1001;341;67;112;5;0
159;36;65;75;96;220;710;9976;298;84;149;5;0
94;33;59;28;79;90;300;9976;312;54;120;6;0
86;47;47;24;7,4E+15;70;290;9979;308;46;95;5;0
97;55;17;29;87;200;530;10004;314;61;94;5;0
107;43;39;22;106;80;320;9986;289;5;96;5;0
120;5;59;14;73;230;420;998;292;68;105;7;0
72;52;7;14;7,4E+15;50;200;9973;332;81;96;6;0
71;84;2;44;96;50;130;997;341;57;110;4;0
72;52;7;14;7,4E+15;50;200;9973;332;81;96;6;0
75;42;31;16;8;150;420;9978;331;64;90;5;0
72;57;6;16;76;90;270;9972;336;7;96;6;0
101;28;46;18;5;50;130;9974;304;79;102;6;0
121;4;52;20;92;150;540;10;303;66;102;5;0
94;59;14;20;84;250;480;9981;314;56;97;5;0
83;49;36;18;222;60;160;998;318;6;95;6;0
113;34;45;20;8,2E+15;60;150;9988;294;66;92;6;0
100;73;43;23;5,9E+16;150;310;9966;315;57;110;5;0
113;34;45;20;8,2E+15;60;150;9988;294;66;92;6;0
69;4;24;25;83;300;450;9959;326;58;100;5;0
82;73;21;17;7,4E+15;50;130;9968;32;52;95;5;0
98;124;34;20;79;320;1510;998;315;53;95;5;0
82;73;21;17;7,4E+15;50;130;9968;32;52;95;5;0
108;4;41;22;84;70;170;9984;308;67;93;6;0
93;41;39;22;64;120;310;9984;326;65;102;5;0
108;4;41;22;84;70;170;9984;308;67;93;6;0
86;8;11;23;84;120;310;9979;34;48;99;5;0
83;78;1;26;81;450;870;9983;348;53;100;5;0
108;26;45;33;6;200;490;9972;313;54;96;5;0
133;43;58;19;7;150;400;10004;306;49;90;5;0
80;45;23;22;94;160;290;9962;321;49;102;6;0
85;46;31;225;78;320;580;998;333;54;98;5;0
81;78;23;26;5,9E+16;50;150;997;337;56;113;5;0
98;98;32;23;78;350;1520;998;325;48;94;5;0
81;78;23;26;5,9E+16;50;150;997;337;56;113;5;0
71;65;18;18;7;130;400;997;344;6;91;5;0
91;64;23;31;95;130;380;9998;328;59;97;5;0
77;66;4;16;39;40;90;9962;34;47;94;5;0
81;38;48;18;157;50;170;9976;33;105;94;5;0
74;1185;0;425;9,7E+15;50;140;9966;363;54;107;3;0
92;92;24;26;87;120;930;9998;348;54;98;5;0
86;49;51;20;4,22E+16;160;620;9979;303;117;90;5;0
90;48;32;28;84;210;1220;9984;332;62;94;5;0
90;47;31;27;84;240;1250;9984;331;61;94;5;0
51;47;2;13;34;180;440;9921;39;62;128;6;0
70;65;2;21;66;80;250;9972;347;67;95;6;0
70;65;2;21;66;80;250;9972;347;67;95;6;0
94;615;28;32;87;180;720;10001;331;53;97;5;0
118;38;55;21;71;50;190;9986;311;62;108;6;0
106;102;43;29;76;260;880;9984;308;57;101;6;0
70;65;2;21;66;80;250;9972;347;67;95;6;0
70;64;2;21;67;90;230;997;347;67;94;6;0
75;38;48;26;73;220;840;9972;332;7;96;4;0
91;765;4;16;78;40;140;998;329;54;97;4;0
84;1035;15;60;73;110;540;9,99E+15;337;49;99;5;0
70;78;8;20;9,3E+15;100;190;9956;34;47;100;5;0
74;49;19;30;77;160;370;9966;337;51;105;5;0
78;545;12;25;68;110;350;996;334;61;116;6;0
97;31;47;16;62;130;330;9983;327;66;100;6;0
106;1025;43;28;8;210;840;9985;306;57;101;5;0
89;565;34;30;9,3E+15;160;1120;9998;338;61;95;5;0
87;69;0;32;84;130;330;9992;336;45;94;5;0
80;43;36;23;75;100;480;9976;334;46;94;5;0
99;74;28;26;78;210;770;998;328;51;98;5;0
72;49;18;27;69;130;340;9967;329;48;92;6;0
80;43;36;23;75;100;480;9976;334;46;94;5;0
76;46;11;26;79;120;490;9968;321;57;100;5;0
84;56;4;20;8,2E+15;100;220;9976;322;44;96;5;0
71;66;0;39;86;170;450;9976;346;54;95;5;0
84;56;4;20;8,2E+15;100;220;9976;322;44;96;5;0
89;48;24;285;94;350;1060;9982;31;53;92;5;0
76;42;8;27;84;150;480;9968;321;59;100;5;0
71;31;3;22;53;360;1270;9965;294;162;95;5;0
75;1115;1;31;86;50;120;9958;354;6;112;4;0
90;66;17;30;77;50;130;9976;329;55;104;5;0
81;72;9;28;84;180;490;9994;343;72;111;6;0
64;57;2;18;67;40;110;997;346;68;95;5;0
64;57;2;18;67;40;110;997;346;68;95;5;0
64;865;3;32;71;270;580;995;361;49;127;6;0
95;55;66;23;387;120;370;9982;317;67;96;5;0
89;875;13;345;8,8E+15;40;140;9994;344;52;115;5;0
73;835;3;21;92;100;190;9966;339;47;96;5;0
70;45;34;27;8,2E+15;160;720;998;355;6;95;5;0
77;56;2;20;75;90;390;9987;348;62;93;5;0
77;965;1;21;1,12E+16;110;220;9963;326;5;95;5;0
77;965;1;21;1,12E+16;110;220;9963;326;5;95;5;0
82;59;0;25;9,3E+15;190;580;10002;35;65;93;6;0
90;46;23;28;92;280;1040;9983;31;56;92;5;0
90;69;0;24;8,8E+15;190;380;9,99E+15;335;6;93;5;0
83;76;29;42;75;120;160;9965;345;68;115;6;0
92;53;24;26;78;280;1390;9,9788E+15;321;57;95;5;0
65;615;0;19;65;90;180;9972;346;65;92;5;0
116;41;58;28;96;250;1010;100024;313;53;100;5;0
111;39;54;27;95;210;1010;10001;313;51;95;5;0
73;51;18;21;7;120;280;9,9768E+15;352;73;95;6;0
82;34;38;25;8;120;570;9978;33;47;90;6;0
86;33;4;26;83;160;680;99782;33;48;94;5;0
72;5;18;21;71;120;310;99761;352;72;96;6;0
73;51;18;21;7;120;280;9,9768E+15;352;73;95;6;0
83;65;1;29;8,9E+15;170;400;99803;329;55;95;5;0
83;65;1;29;8,9E+15;170;400;99803;329;55;95;5;0
76;54;13;25;9,7E+15;240;660;99785;339;61;94;5;0
83;65;1;29;8,9E+15;170;400;99803;329;55;95;5;0
78;48;68;17;415;140;320;99656;309;106;91;6;0
78;91;7;19;5,8E+16;220;470;99525;351;43;107;6;0
63;98;1;20;57;150;330;9,9488E+15;36;46;112;6;0
81;87;0;22;84;100;310;99656;325;5;98;5;0
81;87;0;22;84;100;310;99656;325;5;98;5;0
88;42;21;25;92;330;880;99823;319;52;92;5;0
90;58;25;28;75;90;1040;99779;323;57;97;5;0
93;655;26;20;96;50;350;9,9738E+15;325;42;96;5;0
88;7;0;17;69;80;190;9,9701E+15;331;53;100;6;0
93;655;26;20;96;50;350;9,9738E+15;325;42;96;5;0
91;68;11;28;9,3E+15;110;440;9,9888E+15;331;55;95;6;0
92;67;1;30;91;120;480;9,9888E+15;331;54;95;6;0
88;59;18;29;8,9E+15;120;740;9,9738E+15;314;54;94;5;0
75;6;32;27;1,03E+16;130;980;9,9938E+15;345;62;95;5;0
71;59;2;23;8,2E+15;240;940;99744;355;53;97;6;0
79;72;1;19;76;70;320;9,9668E+15;339;54;96;5;0
71;59;2;23;8,2E+15;240;940;99744;355;53;97;6;0
94;685;26;24;8,2E+15;230;1430;9978;328;55;94;5;0
95;57;27;23;8,2E+15;230;1440;99782;327;55;94;5;0
79;4;29;18;157;10;440;9973;33;92;95;6;0
79;4;3;18;157;20;450;9,9727E+15;331;91;95;6;0
72;10;0;30;102;70;160;9,9586E+15;343;46;100;5;0
69;765;18;24;243;55;480;9,9612E+15;34;6;103;6;0
69;635;17;24;2,41E+16;60;180;9961;34;59;103;6;0
83;43;3;34;79;70;340;9,9788E+15;336;61;105;5;0
71;52;3;26;76;210;920;99745;35;6;98;5;0
70;57;0;20;19;120;450;9,9676E+15;331;6;94;6;0
65;46;14;24;114;90;370;9,9732E+15;366;65;98;5;0
90;82;5;24;81;260;960;9,9814E+15;336;53;100;5;0
65;46;14;24;114;90;370;9,9732E+15;366;65;98;5;0
71;59;1;25;77;200;850;99746;355;59;98;5;0
99;35;41;23;83;110;610;9982;321;5;95;5;0
99;35;41;23;83;110;610;9982;321;5;95;5;0
100;56;24;22;79;190;580;9991;318;56;101;6;0
100;56;24;22;79;190;580;9991;318;56;101;6;0
86;63;17;29;99;210;1190;998;309;52;93;5;0
74;37;43;26;8,2E+15;180;820;99708;333;68;97;6;0
88;64;17;29;84;250;1300;99818;323;54;96;5;0
71;61;2;25;81;170;870;99745;348;6;97;6;0
77;6;0;26;55;70;130;99639;338;56;108;5;0
101;27;54;23;65;70;260;99531;317;53;125;6;0
108;89;3;26;132;70;600;9,9786E+15;299;118;102;5;0
87;46;31;25;126;240;640;99746;31;74;96;5;0
93;37;44;16;38;210;420;99526;324;81;108;7;0
94;5;34;36;8,2E+15;50;140;9987;329;52;107;6;0
94;5;34;36;8,2E+15;50;140;9987;329;52;107;6;0
72;61;8;40;8,2E+15;260;1080;99641;325;51;94;5;0
86;55;9;33;68;80;170;99735;323;44;100;5;0
51;585;0;17;4,4E+16;140;860;99264;356;94;129;7;0
77;56;8;25;114;140;460;9971;324;66;96;6;0
84;52;22;27;84;40;180;99682;326;57;99;6;0
82;28;4;24;5,2E+16;40;100;99356;333;7;128;7;0
84;25;39;20;4,1E+16;40;100;9,9386E+15;327;71;125;7;0
82;28;4;24;5,2E+16;40;100;99356;333;7;128;7;0
74;53;12;19;165;40;120;99702;326;86;92;5;0
76;48;31;28;7;40;150;9,9693E+15;322;55;103;6;0
73;49;1;26;68;40;140;9,9562E+15;33;47;105;5;0
129;5;55;28;7,2E+15;70;240;1,00012E+16;309;68;109;6;0
108;45;33;25;99;200;380;99818;324;71;108;5;0
69;39;24;21;102;40;70;9,9462E+15;344;58;114;4;0
126;41;54;28;1,03E+16;190;410;99939;321;76;113;6;0
108;45;33;25;99;200;380;99818;324;71;108;5;0
98;51;19;32;81;80;300;9984;323;58;105;6;0
108;29;42;16;84;190;270;99545;328;73;119;6;0
71;715;0;235;71;210;470;9,9632E+15;329;45;94;5;0
91;66;15;32;9,7E+15;90;590;99976;328;54;96;5;0
70;685;0;19;99;90;220;9,9606E+15;334;6;97;5;0
49;42;0;21;48;160;420;99154;371;74;140;7;0
67;54;13;20;76;150;360;9973;361;64;98;5;0
67;54;13;20;76;150;360;9973;361;64;98;5;0
71;48;28;28;68;60;160;99682;324;53;103;5;0
71;46;14;28;76;150;370;99624;336;49;107;5;0
75;27;34;23;5;40;80;9951;34;64;110;7;0
71;46;14;28;76;150;370;99624;336;49;107;5;0
78;57;9;23;65;340;450;9,9417E+15;346;74;127;8;0
59;61;8;21;71;160;240;9,9376E+15;356;77;111;6;0
75;685;7;25;5,8E+16;50;90;9,9632E+15;338;55;109;4;0
59;61;8;21;71;160;240;9,9376E+15;356;77;111;6;0
104;44;42;15;145;340;480;9,9832E+15;338;86;99;3;0
116;47;44;16;147;360;510;99836;338;86;99;4;0
88;685;26;16;8,8E+15;160;230;9,9694E+15;332;47;94;5;0
76;665;1;15;66;270;550;99655;339;51;93;5;0
67;28;28;24;12;360;1000;99064;326;39;117;7;0
67;28;28;24;12;360;1000;99064;326;39;117;7;0
101;31;35;16;75;90;280;99672;324;83;112;7;0
60;5;4;22;92;130;260;9,9647E+15;346;47;100;5;0
111;42;47;265;85;90;340;99736;324;77;121;7;0
66;66;0;30;115;210;310;99629;345;63;103;5;0
106;5;45;26;1,19E+16;340;680;99708;323;72;109;6;0
71;685;35;20;8,8E+15;90;920;9963;328;62;94;5;0
99;25;46;17;62;260;420;9959;318;83;106;6;0
64;64;21;18;81;140;310;9,9689E+15;359;66;98;5;0
64;64;21;18;81;140;310;9,9689E+15;359;66;98;5;0
74;68;16;18;78;120;390;9977;35;7;99;6;0
64;64;21;18;81;140;310;9,9689E+15;359;66;98;5;0
64;63;21;16;8;120;320;9,9689E+15;358;66;98;5;0
93;43;44;19;85;90;220;99708;328;55;95;5;0
93;43;44;19;85;90;220;99708;328;55;95;5;0
80;42;32;25;8;260;1220;9,9801E+15;322;107;97;5;0
93;36;39;15;8;410;550;9,9652E+15;347;73;109;6;0
93;36;39;15;8;410;550;9,9652E+15;347;73;109;6;0
76;735;2;25;71;100;140;9,9538E+15;351;71;117;7;0
93;36;39;15;8;410;550;9,9652E+15;347;73;109;6;0
82;26;34;25;73;160;470;9,9594E+15;34;78;113;7;0
117;28;47;17;5,4E+16;170;320;9,9686E+15;315;67;106;7;0
68;56;22;18;7,4E+15;150;240;9,9438E+15;34;82;112;6;0
72;62;6;27;77;150;850;99746;351;54;95;5;0
58;101;66;20;39;150;880;9,9357E+15;366;6;115;6;0
75;42;32;27;67;70;250;9,9628E+15;324;44;104;5;0
72;62;6;25;78;170;840;99746;351;53;97;5;0
72;62;6;27;77;150;850;99746;351;54;95;5;0
72;635;7;26;77;160;860;9,9748E+15;351;54;97;5;0
68;49;22;23;71;130;240;9,9438E+15;341;83;113;6;0
69;51;23;20;7,2E+15;130;220;9,9438E+15;34;84;112;6;0
68;56;22;18;7,4E+15;150;240;9,9438E+15;34;82;112;6;0
76;63;3;20;8;270;430;9,9578E+15;344;64;109;6;0
77;715;1;21;64;310;430;99371;341;57;118;6;0
69;56;3;15;86;360;460;9,9522E+15;353;57;106;5;0
73;35;24;20;67;280;480;9,9576E+15;343;54;100;4;0
91;21;37;16;67;60;100;9,9552E+15;323;58;111;7;0
104;38;46;21;1,04E+16;60;100;99664;312;65;118;7;0
88;31;4;28;109;70;160;9,9614E+15;331;79;118;7;0
71;47;0;22;67;70;140;9,9517E+15;34;58;109;4;0
77;715;1;21;64;310;430;99371;341;57;118;6;0
88;61;19;40;94;300;690;99787;322;5;100;6;0
72;6;4;25;76;180;880;99745;353;55;95;5;0
92;56;18;16;78;100;210;9,9576E+15;315;49;99;5;0
76;715;0;21;68;300;350;9,9533E+15;348;65;114;6;0
84;31;29;31;1,94E+16;140;260;99536;322;78;120;6;0
72;6;4;25;76;180;880;99745;353;55;95;5;0
88;61;19;40;94;300;690;99787;322;5;100;6;0
89;75;14;25;86;90;300;99824;334;64;105;5;0
90;8;12;24;83;80;280;99836;333;65;104;6;0
107;52;38;26;66;290;560;99577;315;79;121;7;0
68;57;0;25;7,2E+15;320;640;9,9491E+15;343;56;112;6;0
107;9;34;66;1,12E+16;230;990;100289;322;68;93;5;0
72;34;24;20;71;300;520;9,9576E+15;344;58;101;5;0
72;66;3;23;78;160;860;9,9743E+15;353;57;97;5;0
101;45;23;19;8,2E+15;100;180;99774;322;65;93;6;0
72;66;3;23;78;160;860;9,9743E+15;353;57;97;5;0
72;63;3;22;8;170;880;99745;353;58;98;6;0
71;59;1;23;8;270;430;9955;342;58;107;6;0
83;31;39;24;78;170;430;99444;331;77;125;7;0
71;59;1;23;8;270;430;9955;342;58;107;6;0
83;31;39;24;78;170;430;99444;331;77;125;7;0
83;102;2;34;84;60;110;99892;348;49;110;3;0
89;31;36;26;5,6E+16;100;390;9,9562E+15;34;69;118;5;0
74;635;1;24;8;160;330;99736;358;69;108;7;0
74;635;1;24;8;160;330;99736;358;69;108;7;0
68;59;6;60;6;110;180;9962;341;59;108;7;0
68;59;6;60;6;110;180;9962;341;59;108;7;0
92;58;2;30;81;150;1150;998;323;59;95;5;0
72;54;27;26;84;120;780;9964;339;71;110;5;0
61;56;0;22;79;60;90;9948;359;54;115;6;0
74;52;13;24;78;340;610;9,9528E+15;343;59;108;6;0
73;305;39;12;5,9E+16;70;110;99331;329;52;115;6;0
93;38;48;38;132;30;110;99577;323;57;132;6;0
91;28;46;90;114;30;90;9,9901E+15;318;6;109;6;0
100;46;44;29;65;40;80;99674;333;62;122;6;0
94;395;46;46;94;30;100;99639;327;64;122;7;0
73;305;39;12;5,9E+16;70;110;99331;329;52;115;6;0
86;315;4;22;79;30;60;9,9512E+15;327;67;119;6;0
53;715;19;15;161;70;620;99395;362;61;110;5;0
68;41;31;88;84;260;450;99824;338;64;101;6;0
84;36;32;22;81;320;790;9964;33;72;110;6;0
84;62;12;18;7,2E+15;380;460;9,9504E+15;338;89;118;6;0
96;41;37;23;91;100;230;9,9786E+15;324;56;105;5;0
84;36;32;22;81;320;790;9964;33;72;110;6;0
84;62;12;18;7,2E+15;380;460;9,9504E+15;338;89;118;6;0
68;41;31;88;84;260;450;99824;338;64;101;6;0
86;47;27;23;55;140;280;99516;318;8;112;5;0
86;22;36;19;64;530;770;9,9604E+15;347;87;110;7;0
94;24;33;23;61;520;730;9,9786E+15;347;9;102;6;0
84;67;19;22;9,3E+15;110;750;99736;32;59;92;4;0
86;47;27;23;55;140;280;99516;318;8;112;5;0
87;33;38;33;63;100;190;9,9468E+15;33;73;120;7;0
66;61;1;19;8;80;250;99746;369;73;105;5;0
74;61;1;20;7,4E+15;130;380;9,9748E+15;348;65;98;5;0
76;4;29;19;78;290;660;9971;345;59;95;6;0
74;61;1;20;7,4E+15;130;380;9,9748E+15;348;65;98;5;0
66;61;1;19;8;80;250;99746;369;73;105;5;0
88;3;38;23;6;190;720;9,9543E+15;339;72;118;6;0
88;3;38;23;6;190;720;9,9543E+15;339;72;118;6;0
120;63;5;14;71;60;260;9,9791E+15;307;6;104;4;0
72;38;38;28;68;230;420;99356;334;72;129;7;0
62;46;17;16;73;70;110;99425;361;54;114;5;0
96;33;52;22;7,4E+15;130;250;9,9509E+15;336;76;124;7;0
99;27;49;50;8,2E+15;90;170;99484;319;52;125;7;0
101;43;4;26;92;130;520;99834;322;64;100;7;0
98;5;34;23;94;100;450;99864;324;6;97;7;0
83;3;49;38;9;110;240;99498;327;64;121;7;0
102;44;42;20;71;70;200;99566;314;79;111;7;0
102;44;58;41;92;110;240;99745;329;99;120;7;0
83;28;48;21;9,3E+15;60;120;99408;326;62;124;7;0
89;12;45;18;75;100;210;9,9552E+15;341;76;119;7;0
89;12;45;18;75;100;210;9,9552E+15;341;76;119;7;0
89;12;45;18;75;100;210;9,9552E+15;341;76;119;7;0
83;28;48;21;9,3E+15;60;120;99408;326;62;124;7;0
82;31;4;22;5,8E+16;60;100;99536;331;68;112;7;0
102;34;48;21;5,2E+16;50;90;9,9458E+15;32;69;121;7;0
76;43;4;27;8,2E+15;60;110;9,9538E+15;344;54;122;6;0
85;21;52;19;9;90;230;9,9648E+15;336;67;104;5;0
90;36;52;21;111;50;100;9,9568E+15;331;62;113;6;0
95;37;52;20;8,8E+15;120;510;99613;329;58;111;6;0
64;57;12;23;12;250;360;99519;347;71;113;7;0
80;59;5;20;8,9E+15;120;320;99735;336;61;100;5;0
85;47;27;19;5,8E+16;180;380;99518;316;85;111;6;0
71;56;14;16;78;70;180;99592;327;62;93;5;0
66;57;2;21;115;60;160;99654;338;69;95;5;0
88;27;39;20;1;200;270;99546;315;69;112;6;0
85;47;27;19;5,8E+16;180;380;99518;316;85;111;6;0
83;34;4;24;65;240;480;99554;334;86;110;6;0
